id,author_details,title,isbn,publisher,date_published,bookshelf,series_details,pages,description,genre,book_uuid
33,"Darwin, Charles|Magistretti, Mario|Marenco, Franco",Viaggio Di Un Naturalista Intorno Al Mondo,9788806178505,Einaudi,2005-01-01,"Romanzi,",,492,"Il 27 dicembre 1831 un brigantino inglese, la Beagle, salpa da Devonport, al comando del capitano Fitz Roy, con a bordo Charles Darwin, a quell'epoca ventiduenne. Scopo della spedizione era completare il rilevamento della Patagonia e della Terra del Fuoco, ispezionare le coste del Cile, del Perù e di alcune isole del Pacifico ed eseguire una serie di misure di longitudine attorno al mondo. I cinque anni di viaggio sulla Beagle permettono a Darwin di accumulare un'enorme quantità di materiale e di dati - sulla fauna, sulla flora, le formazioni geologiche e cosí via - che saranno alla base di una delle tappe fondamentali del pensiero umano e di uno dei più importanti contributi scientifici di tutti i tempi.<br>Quest'opera raccoglie le osservazioni e le riflessioni che il giovane naturalista inglese annota nel corso del viaggio. Un volume affascinante che offre al lettore non soltanto lo sguardo acuto di uno scienziato di genio, ma anche il senso di meraviglia del viaggiatore di fronte a mondi diversi, l'entusiasmo che accompagna la sua scoperta di realtà insospettate.",Science / Life Sciences / General,7c8e5adc5c7e3d406c03d3d786109057
34,"Murakami, Haruki|Pastore, Antonietta",La Fine Del Mondo E Il Paese Delle Meraviglie,9788806191559,Einaudi,2008-03-04,"Romanzi,",Italian Edition,516,"In una piccola e spettrale città chiusa dentro mura che la separano dal resto del mondo, vivono abitanti privi dell'ombra e dei sentimenti, tranquilli al riparo di ogni emozione. Tra di loro, un nuovo arrivato ha il compito di leggere ""i vecchi sogni"" nel teschio degli unicorni, unici animali del luogo, cogliendo frammenti di memorie e di un'altra vita, di un'altra possibile dimensione. In parallelo, in un'asettica disumana e futuribile Tokio, un uomo sarà coinvolto da uno scienziato tanto geniale quanto sconsiderato in un esperimento a rischio della vita che lo porterà a calarsi nei sottosuoli della città, in lugubri voragini animate da creature mostruose e maligne, metaforespettri delle paure che agitano la coscienza di tutti. Ed è proprio lì, nel buio fondo della mente, che si troverà la chiave dell'enigma, la soluzione del mistero che lega i personaggi dei due mondi, che sono in realtà l'uno il riflesso dell'altro. Sarà possibile lo scambio tra le due dimensioni, il passaggio in entrambi i sensi, o il viaggio sarà senza ritorno?",Fiction / General,5eb95efa34b7236eb1b6cbbd3245b822
35,"Brizendine, Louann",Il Cervello Delle Donne,9788817034760,Bur Biblioteca Univ. Rizzoli,2009-01-01,"Romanzi,",,304,"Gli uomini vengono da Marte e le donne da Venere? La risposta della scienza alle provocazioni e agli stereotipi sulle differenze di carattere e comportamento di maschi e femmine è che un cervello unisex non esiste. Come spiega la neuropsichiatra americana Louann Brizendine la ""materia grigia"" di uomini e donne è diversa fin dal momento della nascita e la peculiarità biologica delle donne - il ciclo mestruale, la gravidanza, il parto, l'allattamento, la cura dei figli - influisce sullo sviluppo cognitivo, sociale e comportamentale del cervello. Le prime differenze cerebrali si manifestano già dall'ottava settimana di sviluppo fetale, in particolar modo a causa dell'avvio di quella attività ormonale che condizionerà per il resto della vita i sistemi neurali di maschi e femmine. Mentre gli uomini potenzieranno in particolare i centri cerebrali legati al sesso e all'aggressività, le donne tenderanno a sviluppare doti uniche e straordinarie: una maggiore agilità verbale, la capacità di stabilire profondi legami di amicizia, la facoltà quasi medianica di decifrare emozioni e stati d'animo dalle espressioni facciali e dal tono della voce, e la maestria nel placare i conflitti.",Social Science / Women's Studies,c6a9907a6a99c2fd357fcc2da990b4c2
36,"Caesar, Julius|Solinas, Fernando|Cesare, G. Giulio|Caesar, Gaius Julius|Caesar, Gaius Iulius",La Guerra Civile - de Bello Civili,9788804355038,Mondadori,-47,"Romanzi,",,351,"Testo latino a fronte.<br><br>A military leader of legendary genius, Caesar was also a great writer, recording the events of his life with incomparable immediacy and power <em>The Civil War</em> is a tense and gripping depiction of his struggle with Pompey over the leadership of Republican Rome - a conflict that spanned the entire Roman world, from Gaul and Spain to Asia and Africa. Where Caesar's own account leaves off in 48 BC, his lieutenants take up the history, describing the vital battles of Munda, Spain and Thapsus, and the installation of Cleopatra, later Caesar's mistress, as Queen of Egypt. Together these narratives paint a full picture of the events that brought Caesar supreme power - and paved the way for his assassination only months later.",Literary Collections / Essays,41c7eafa19f7d04b77a2d19df5e712c7
37,"Manganelli, Giorgio",Le Interviste Impossibili,9788845913044,Adelphi,1997-01-01,"Romanzi,",Italian Edition,140,"Da un luogo che somiglia a un Averno beckettiano, a un «inferno tiepido» sospeso fra la vita e la morte, un intervistatore timido, testardo e colpevolmente curioso ci invia dodici colloqui impossibili con altrettanti illustri defunti. Ciascuno di loro, quasi fosse il protagonista di un’anomala, laboriosa seduta psicoanalitica, confida tutte le proprie paure, ossessioni, frustrazioni, manie: conosciamo così il segreto dell’infanzia di Tutankhamon, colpito dal «trauma della regalità» e coperto di «vesti luminose e inadatte al corpo»; la fosca paranoia e la malinconia di un Casanova in fuga da spie, sicari, servette innamorate; la condizione di insostenibile cattività della celeberrima medium Eusapia Paladino – «lei non sa che situazione imbarazzante sia per una medium essere morta»; il delirio di Nostradamus, per il quale «stare sempre nel futuro è oneroso» e l’unica paradossale salvezza è «la luce della fine del mondo», rivelata per squarci e spiragli nelle sue strofe sconnesse, oscure e baluginanti. Ma nel discreto e cocciuto intervistatore si nasconde anche un critico, che riesce a penetrare i segreti delle opere di alcuni degli intervistati: a Dickens strappa decisive dichiarazioni sulla <em>Bottega dell’antiquario</em>, <em>Dombey</em>, <em>David Copperfield</em> e sui nessi profondi tra melodramma, umorismo e tragedia; a Marco Polo la confessione che il <em>Milione</em> è un’invenzione più e prima che una scoperta di mondi; a De Amicis l’ammissione che Franti – «serpente dell’Eden», «coscienza del male e del bene» – lo ha liberato dalla schiavitù di un «sogno nevrotico e morbido». Mai come in questo libro l’arte di Manganelli – per applicare ad essa ciò che lo scrittore dice nell’intervista a Fregoli – ha palesato la propria «mostruosa vocazione mimetica»; ove, beninteso, la si intenda come una «qualità sinistra», tesa ad aumentare l’angosciosità delle interrogazioni sulla nostra vera identità. <em>Le interviste impossibili</em> furono pubblicate all’interno del volume <em>A e B</em> (1975).",Literary Collections / General,dd354695104727d5b59a6f93efe2eb12
38,"Lorca, Federico García|Bodini, Vittorio",Nozze Di Sangue,9788806069650,Einaudi,2011-03-26,"Romanzi,",Italian Edition,73,"'Il teatro - diceva Garcìa Lorca nel gennaio 1935, nel corso di una conversazione tenuta al Teatro Espanol di Madrid - è uno degli strumenti più efficaci, più utili per l'edificazione di un paese, un barometro che ne registra la grandezza o il declino. Un teatro avvertito e ben orientato a tutti i livelli, dalla tragedia al vaudeville, può trasformare in pochi anni la sensibilità del popolo'. E aggiungeva:'Il teatro è una scuola di lacrime e di risa, una tribuna libera dalla quale si possono difendere morali vecchie o equivoche, così come si possono portare alla luce, mediante esempi viventi, le leggi eterne del cuore e dei sentimenti umani'. In questo spirito e in questa convinzione Garcìa Lorca, nel 1932, aveva dato vita a 'La Barraca', cioè al suo famoso teatro popolare ambulante. In questo medesimo clima ideale,sia pure con quell'inevitabile e imponderabile margine che in un poeta separa sempre l'attività creatrice e dell'attività critica, sono note le tre grandi tragedie lorchiane, di cui appunto <em>Nozze di sangue</em> è la prima; le altre due sono <em>Yerma</em> e <em>La casa di Bernarda Alba</em>.",Drama / General,19e3af09402990a69e2e693ad3e8529b
39,"Sepulveda, Luis",Jacaré,,,1998,"Romanzi,",,109,,,6453ddf229be42cc6c4fb78cfece9304
40,"Vandenberg, Philipp|Philipp, VANDENBERG",Tutankhamen Il Faraone Dimenticato,9783570031193,Bertelsmann,1978,"Romanzi,",German Edition,337,Con 37 tavole in nero e a colori e alcune tavole in nero 8vo pp. 344 broch,,7228fb52fa4794aa56264bdea25811b4
41,"Arena, Lello|Decaro, Andrea|Troisi, Massimo|De Caro, Enzo|Troisi, Lello Arena; Enzo Decaro; Massimo|Decaro, Enzo",La Smorfia,9788806144074,Einaudi,1997,"Romanzi,",Einaudi Tascabili,137,"Gli sketch televisivi di Troisi, Arena e De Caro che hanno inaugurato una nuova stagione della comicità napoletana.",Biography & Autobiography / Entertainment & Performing Arts,3f17145347292f980efad8bf3c502b0e
42,"Buzzati, Dino|Costanzo, Ambra Garancini",Il Deserto Dei Tartari,9788804492955,Mondadori,1945,"Romanzi,",Oscar Mondadori,255,"Giovanni Drogo, un sottotenente, viene mandato in una lontana fortezza. A nord della fortezza c'è il deserto da cui si attende un'invasione dei tartari. Ma l'invasione, sempre annunciata, non avviene e l'addestramento, i turni di guardia, l'organizzazione militare, appaiono cerimoniali senza senso. Quando Drogo torna in città per una promozione, si accorge di aver perso ogni contatto con il mondo e che ormai la sua unica ragione di vita è l'inutile attesa del nemico. Tornato alla fortezza, si ammala e proprio allora accade l'evento tanto aspettato: i tartari avanzano dal deserto. Nell'emozione e nella confusione del momento, senza che lui possa prendere parte ai preparativi di difesa, Drogo muore, dimenticato da tutti.",,162d0d9f1e223066bd7f84e3c1c2a371
43,"Verga, Giovanni",I Malavoglia,9781495216169,Luigi Reverdito Editore,1995,"Romanzi,",Italian Edition|Il ciclo dei vinti (1),250,"Pubblicato per la prima volta nel 1881, I Malavoglia sono il capolavoro del Verismo italiano.  Il romanzo racconta le vicissitudini dei Toscano, una famiglia di pescatori di Aci Trezza in Sicilia la cui vita è sconvolta da un destino oppressivo e inellutabile ma che comunque viene accettato dai personaggi come se ognuno fosse conscio e rispettoso del proprio ruolo, per quanto difficile, nel Creato. Per dirla con Padron 'Ntoni, come se ognuno fosse cosciente che ""Gli uomini sono come le dita di una mano: il dito grosso fa da dito grosso e il dito piccolo fa da dito piccolo"".",,618e9804ee6fa28d6af84e815a3ef97d
44,"Pratolini, Vasco|Memmo, Francesco Paolo|Vasco; Memmo, F. P. (intro.) Pratolini",Metello,9788804455530,Mondadori,1960,"Romanzi,",Edizioni Scolastiche Mondadori|Una storia italiana (1),300,"Primo romanzo della trilogia Una storia italiana, che abbraccia un arco di vicende che vanno dall'unità d'Italia al dopoguerra, Metello viene pubblicato nel 1955, seguito da Lo Scialo nel 1960 e da Allegoria e derisione nel 1966. Metello rievoca gli anni 1875-1902, quando la classe operaia, alla luce delle nuove dottrine socialiste, si unisce al generale fermento di rivendicazioni che già scuote la società europea dell'ultimo Ottocento. Il protagonista Metello Salani, rimasto orfano appena nato e allevato in una famiglia di contadini, si trasferisce giovanissimo a Firenze per lavorare in un cantiere edile. Qui partecipa alle prime lotte sindacali dedicandosi, contemporaneamente, ad appassionate esperienze amorose. Metello è uno dei personaggi più felici di Pratolini: in lui infatti, sullo sfondo corale del mondo proletario fiorentino, la progressiva maturazione politica si fonde pienamente con l'educazione sentimentale.",Fiction / General,287ad8f01b200921fca004dcc368b0ad
45,"Filoramo, Giovanni|Massenzio, Marcello|Raveri, Massimo|Scarpi, Paolo|M, Filoramo Giovanni",Manuale Di Storia Delle Religioni,9788842055044,Laterza,1998-01-01,"Romanzi,",,594,"<strong>Indice</strong><br>Premessa - Parte prima Le religioni del mondo antico: i politeismi di Paolo Scarpi: I. Caratteri generali – II. Area mesopotamica e vicino-orientale - III. Egitto - IV. Iran prezoroastriano e indoeuropei - V. La Grecia antica - VI. Celti e Germani - VII. Roma antica - VIII. L'età ellenistico-romana - IX. Le grandi religioni dell'America precolombiana - Parte seconda Le religioni di salvezza: monoteismi e dualismi di Giovanni Filoramo: X. Zoroastrismo - XI. Giudaismo - XII. Cristianesimo - XIII. Islam - XIV. Religioni dualiste - Parte terza Le vie di liberazione e di immortalità: India ed Estremo Oriente di Massimo Raveri: XV. Induismo - XVI. Buddhismo - XVII. Buddhismo cinese - XVIII. Buddhismo giapponese - XIX. Buddhismo tibetano e «bon» - XX. Taoismo - XXI. «Shinto» - Parte quarta La storia delle religioni nella cultura moderna di Marcello Massenzio: XXII. Storia delle religioni e antropologia - Parte quinta Epilogo di Giovanni Filoramo: XXIII. Religione e modernità: i nuovi movimenti religiosi - Opere di consultazione generale - Indice delle schede - Indice delle divinità, personaggi mitologici ed eroi - Indice dei nomi di personaggi storici, autori antichi e moderni",Religion / History,1d9572f8227be24e273cf2b283d0082f
46,"Márquez, Gabriel Garcí­a",Notizia Di Un Sequestro,9788804454229,Arnoldo Mondadori,1998-01-01,"Romanzi,",Oscar,306,"Preoccupato per una legge che avrebbe consentito il suo trasferimento in un carcere statunitense, il boss del narcotraffico Pablo Escobar reagisce con una mossa durissima e spettacolare: il sequestro di dieci persone di primo piano della società colombiana. Gabriel García Márquez ha ricostruito la loro vicenda, dando vita a un romanzo realistico e avvincente.",Literary Collections / General,5c3db0c4bb1aae31a4cc660117a71be7
47,"Bach, Richard|Munson, Russell|Paolini, Pier Francesco",Il Gabbiano Jonathan Livingston,9788817131629,Rizzoli,1977-05-22,"Romanzi,",Italian Edition,102,"Jonathan Livingston è un gabbiano che abbandona la massa dei comuni gabbiani per i quali volare non è che un semplice e goffo mezzo per procurarsi il cibo e impara a eseguire il volo come atto di perizia e intelligenza, fonte di perfezione e di gioia. Diventa così un simbolo, la guida ideale di chi ha la forza di ubbidire alla propria legge interiore quando sa di essere nel giusto, nonostante i pregiudizi degli altri; di chi prova un piacere particolare nel far bene le cose a cui si dedica: una specie di «guru» istintivo e alla mano ma non per questo meno efficace nel suo insegnamento. E con Jonathan il lettore, affascinato dall'insolito clima della narrazione, viene trascinato in una entusiasmante avventura di volo, di aria pura, di libertà.<br><br>Copertina di Joan Stoliar",Fiction / General,5090a57020cb5fdf0a8bf7f1e9de73fd
